"Id","SalePrice"
1461,165521.140772913
1462,165521.140788831
1463,165521.205912975
1464,165521.155716688
1465,165521.140411996
1466,165537.07636205
1467,165521.140792769
1468,165546.578347518
1469,165521.140200761
1470,165521.020098268
1471,165521.209107718
1472,165520.486342555
1473,165008.798812352
1474,165048.652017796
1475,165521.139573015
1476,165521.140794171
1477,165654.440619825
1478,165524.657457747
1479,165521.22380018
1480,165521.140789142
1481,165521.141311219
1482,165527.183803888
1483,165533.239146925
1484,165522.714697352
1485,165535.289242068
1486,165621.582536517
1487,165521.140788831
1488,165545.843069637
1489,165541.209238682
1490,165521.140789148
1491,165564.874932749
1492,165521.135646186
1493,165521.140788831
1494,165521.140788831
1495,165521.420017161
1496,165521.23454649
1497,165521.162553144
1498,165511.314954864
1499,165520.480509695
1500,165521.140225658
1501,165521.146616599
1502,165521.082001553
1503,165521.140788831
1504,165521.590370951
1505,165522.428726189
1506,165521.140789506
1507,165521.146271372
1508,165521.140788835
1509,165520.785835686
1510,165521.140787792
1511,165521.139692453
1512,165521.140788703
1513,165521.140784605
1514,165521.140788831
1515,165521.140788831
1516,165521.140788819
1517,165521.140788815
1518,165520.933585099
1519,165521.29710004
1520,165521.002143022
1521,165518.505538503
1522,165521.140760051
1523,165521.120838539
1524,165521.140375033
1525,165521.140598806
1526,165521.123518676
1527,165521.069563753
1528,165521.140780176
1529,165521.129793606
1530,165521.140788831
1531,165521.140788831
1532,165521.140513246
1533,165521.140788831
1534,165521.13883709
1535,165521.14076782
1536,165521.140779842
1537,165521.140788818
1538,165521.140788831
1539,165521.14078883
1540,165521.140788831
1541,165521.11648214
1542,165521.135594238
1543,165521.14078883
1544,165521.132003194
1545,165521.140629437
1546,165521.140637259
1547,165521.140788823
1548,165521.041726451
1549,165521.136899209
1550,165521.136081087
1551,165521.140754118
1552,165521.140788825
1553,165521.140788818
1554,165521.140774724
1555,165521.140765694
1556,165521.140788717
1557,165521.140788813
1558,165521.135153895
1559,165521.140788831
1560,165521.14078883
1561,165521.14078883
1562,165521.120916923
1563,165518.835203962
1564,165521.140451204
1565,165521.140789865
1566,165521.140793429
