"Id","SalePrice"
1461,Inf
1462,Inf
1463,Inf
1464,Inf
1465,9.73333444959214e+258
1466,Inf
1467,Inf
1468,Inf
1469,Inf
1470,Inf
1471,3.29138507775211e+290
1472,3.77979975721039e+134
1473,1.3970785055901e+137
1474,2.89742748616004e+164
1475,2.82919289817482e+153
1476,Inf
1477,Inf
1478,Inf
1479,Inf
1480,Inf
1481,Inf
1482,Inf
1483,Inf
1484,5.52345287382194e+192
1485,Inf
1486,Inf
1487,Inf
1488,Inf
1489,Inf
1490,Inf
1491,Inf
1492,Inf
1493,Inf
1494,Inf
1495,Inf
1496,8.34157634140266e+256
1497,1.79592936000852e+213
1498,1.10063692373661e+194
1499,1.28263166211641e+170
1500,5.80071927242329e+170
1501,1.27951636785963e+191
1502,8.52465019601838e+162
1503,Inf
1504,Inf
1505,Inf
1506,Inf
1507,Inf
1508,Inf
1509,Inf
1510,Inf
1511,Inf
1512,Inf
1513,Inf
1514,Inf
1515,Inf
1516,Inf
1517,Inf
1518,Inf
1519,Inf
1520,Inf
1521,Inf
1522,Inf
1523,Inf
1524,Inf
1525,Inf
1526,Inf
1527,Inf
1528,Inf
1529,Inf
1530,Inf
1531,1.21002118055658e+259
1532,1.10828096787011e+180
1533,4.40157890339777e+287
1534,Inf
1535,Inf
1536,Inf
1537,Inf
1538,Inf
1539,Inf
1540,Inf
1541,Inf
1542,1.03612204274818e+293
1543,Inf
1544,4.70493454898631e+247
1545,1.72674493467204e+290
1546,2.11505977921302e+292
1547,Inf
1548,3.56482728828262e+295
1549,1.74745336660245e+298
1550,5.33005447637305e+305
1551,8.6077102774555e+292
1552,Inf
1553,Inf
1554,4.65304749823773e+188
1555,Inf
1556,Inf
1557,Inf
1558,3.69154647493307e+286
1559,8.13614094307572e+266
1560,8.12499286782158e+300
1561,Inf
1562,Inf
1563,Inf
1564,Inf
1565,Inf
1566,Inf
1567,Inf
1568,Inf
1569,Inf
1570,Inf
1571,Inf
1572,Inf
1573,Inf
1574,Inf
1575,Inf
1576,Inf
1577,Inf
1578,Inf
1579,Inf
1580,Inf
1581,Inf
1582,Inf
1583,Inf
1584,Inf
1585,1.61449160613692e+231
1586,Inf
1587,Inf
1588,Inf
1589,Inf
1590,3.22747441654441e+301
1591,1.29383176624369e+249
1592,2.56264946098157e+253
1593,Inf
1594,1.89144257681482e+307
1595,Inf
1596,Inf
1597,Inf
1598,Inf
1599,2.11868965205958e+215
1600,1.40325053511337e+218
1601,Inf
1602,Inf
1603,Inf
1604,1.57782013575154e+223
1605,Inf
1606,Inf
1607,Inf
1608,Inf
1609,Inf
1610,Inf
1611,Inf
1612,Inf
1613,Inf
1614,2.04406555943789e+159
1615,3.63266046908023e+75
1616,4.87469031843683e+90
1617,8.34269206653913e+143
1618,Inf
1619,Inf
1620,Inf
1621,Inf
1622,Inf
1623,Inf
1624,Inf
1625,Inf
1626,Inf
1627,Inf
1628,Inf
1629,Inf
1630,Inf
1631,Inf
1632,Inf
1633,Inf
1634,Inf
1635,Inf
1636,Inf
1637,Inf
1638,Inf
1639,Inf
1640,Inf
1641,Inf
1642,Inf
1643,Inf
1644,Inf
1645,Inf
1646,Inf
1647,Inf
1648,Inf
1649,Inf
1650,Inf
1651,Inf
1652,4.37712241363624e+134
1653,4.07978092100647e+134
1654,1.45892300756614e+167
1655,2.15550587426487e+157
1656,9.51677402010052e+166
1657,1.65677090812625e+169
1658,3.61533881545629e+167
1659,1.69084122241008e+147
1660,Inf
1661,Inf
1662,Inf
1663,Inf
1664,Inf
1665,Inf
1666,Inf
1667,Inf
1668,Inf
1669,Inf
1670,Inf
1671,Inf
1672,Inf
1673,Inf
1674,Inf
1675,Inf
1676,8.61265297990013e+263
1677,Inf
1678,Inf
1679,Inf
1680,Inf
1681,Inf
1682,Inf
1683,1.43644226390577e+207
1684,Inf
1685,Inf
1686,1.93905797541116e+193
1687,Inf
1688,Inf
1689,Inf
1690,Inf
1691,Inf
1692,Inf
1693,Inf
1694,Inf
1695,Inf
1696,Inf
1697,Inf
1698,Inf
1699,Inf
1700,Inf
1701,Inf
1702,Inf
1703,Inf
1704,Inf
1705,Inf
1706,Inf
1707,Inf
1708,Inf
1709,Inf
1710,Inf
1711,Inf
1712,Inf
1713,Inf
1714,Inf
1715,Inf
1716,Inf
1717,Inf
1718,3.42920696341051e+291
1719,Inf
1720,Inf
1721,Inf
1722,Inf
1723,Inf
1724,Inf
1725,Inf
1726,Inf
1727,Inf
1728,Inf
1729,Inf
1730,Inf
1731,Inf
1732,Inf
1733,Inf
1734,Inf
1735,Inf
1736,Inf
1737,Inf
1738,Inf
1739,1.74323242340638e+214
1740,2.82506960616401e+225
1741,7.31618175732508e+230
1742,5.35644258434965e+191
1743,1.25853567439972e+218
1744,Inf
1745,Inf
1746,Inf
1747,Inf
1748,Inf
1749,Inf
1750,Inf
1751,Inf
1752,Inf
1753,Inf
1754,Inf
1755,Inf
1756,Inf
1757,Inf
1758,Inf
1759,Inf
1760,Inf
1761,Inf
1762,Inf
1763,Inf
1764,Inf
1765,Inf
1766,Inf
1767,Inf
1768,Inf
1769,Inf
1770,Inf
1771,Inf
1772,Inf
1773,Inf
1774,Inf
1775,Inf
1776,Inf
1777,Inf
1778,Inf
1779,Inf
1780,Inf
1781,Inf
1782,6.89881953429656e+265
1783,Inf
1784,Inf
1785,Inf
1786,Inf
1787,Inf
1788,4.3266193832633e+206
1789,Inf
1790,Inf
1791,Inf
1792,Inf
1793,Inf
1794,Inf
1795,Inf
1796,Inf
1797,Inf
1798,Inf
1799,Inf
1800,Inf
1801,Inf
1802,Inf
1803,Inf
1804,Inf
1805,Inf
1806,5.02415991388978e+225
1807,Inf
1808,Inf
1809,Inf
1810,Inf
1811,4.07811441817671e+305
1812,Inf
1813,1.13202860087447e+294
1814,Inf
1815,9.42539989865876e+278
1816,Inf
1817,Inf
1818,Inf
1819,7.5375778618816e+206
1820,4.92310668913781e+135
1821,3.75527235281523e+274
1822,Inf
1823,Inf
1824,Inf
1825,8.06951884492818e+262
1826,9.5343584151401e+289
1827,5.33782460865477e+291
1828,3.07348875476427e+302
1829,Inf
1830,Inf
1831,Inf
1832,2.41952502517775e+148
1833,Inf
